epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1
1,0.0003,1.080438052527879,0.7087788407428249,0.511593,0.847,0.847,0.847324
2,0.00029815325108927063,0.7867348525520115,0.7982554867754643,0.58232,0.803,0.803,0.802884
3,0.00029265847744427303,0.6957636807967118,0.8117613956105796,0.549492,0.841,0.841,0.84239
4,0.0002836509786282552,0.5628140003545672,0.8455261676983681,0.518659,0.846,0.846,0.845092
5,0.0002713525491562421,0.4643926802953442,0.8635340461451885,0.518024,0.843,0.843,0.842601
6,0.0002560660171779821,0.4143957399423027,0.8677546426561621,0.494191,0.843,0.843,0.842977
7,0.000238167787843871,0.26668363957171637,0.9130557118739449,0.493595,0.851,0.851,0.851054
8,0.00021809857496093204,0.2326777055146792,0.9316263365222285,0.492337,0.85,0.85,0.850566
9,0.00019635254915624216,0.14692893485105232,0.9558244231851435,0.500907,0.852,0.852,0.851695
10,0.00017346516975603468,0.11262143701398782,0.9710185706246482,0.436342,0.876,0.876,0.87658
11,0.00015000000000000001,0.06877597675071248,0.9828362408553742,0.372534,0.894,0.894,0.894599
12,0.0001265348302439654,0.0555279343129546,0.9870568373663478,0.400457,0.886,0.886,0.88649
13,0.0001036474508437579,0.04040018510603811,0.990151941474395,0.365617,0.883,0.883,0.882526
14,8.190142503906799e-05,0.03786993388990103,0.9918401800787845,0.36966,0.895,0.895,0.895013
15,6.183221215612905e-05,0.033354621156253504,0.9932470455824424,0.378075,0.897,0.897,0.897797
16,4.393398282201788e-05,0.021488303439162325,0.9977490151941475,0.354147,0.898,0.898,0.898134
17,2.86474508437579e-05,0.015230425100482173,0.9983117613956106,0.354026,0.898,0.898,0.89837
18,1.6349021371744834e-05,0.017836114497552378,0.9974676420934159,0.365254,0.901,0.901,0.901413
19,7.341522555726972e-06,0.013762024928829813,0.9991558806978053,0.341855,0.904,0.904,0.903804
20,1.8467489107293517e-06,0.016410215389346165,0.998030388294879,0.347268,0.898,0.898,0.898315
