epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1
1,0.0003,0.5672141775765578,0.8103545301069218,0.532423,0.826,0.826,0.824856
2,0.00029815325108927063,0.3067812094811851,0.8942037141249296,0.378588,0.872,0.872,0.87144
3,0.00029265847744427303,0.2334242130707809,0.9248733821046707,0.385485,0.877,0.877,0.876959
4,0.0002836509786282552,0.16266693995786505,0.9465391108610017,0.362778,0.881,0.881,0.880792
5,0.0002713525491562421,0.1386082281406233,0.953573438379291,0.311313,0.903,0.903,0.902001
6,0.0002560660171779821,0.12183597333389651,0.962014631401238,0.401815,0.885,0.885,0.883632
7,0.000238167787843871,0.09352755305065355,0.9696117051209905,0.378313,0.887,0.887,0.884759
8,0.00021809857496093204,0.08015884109340361,0.9752391671356219,0.315324,0.908,0.908,0.907535
9,0.00019635254915624216,0.053829060321318414,0.9825548677546426,0.27115,0.922,0.922,0.92091
10,0.00017346516975603468,0.04041337161904047,0.9870568373663478,0.319134,0.909,0.909,0.908042
11,0.00015000000000000001,0.037369816069798854,0.9895891952729319,0.304167,0.913,0.913,0.912678
12,0.0001265348302439654,0.02572404033492372,0.9935284186831739,0.276821,0.919,0.919,0.91867
13,0.0001036474508437579,0.02675713644848825,0.9915588069780529,0.277573,0.913,0.913,0.913147
14,8.190142503906799e-05,0.015395546871822874,0.9971862689926843,0.247673,0.924,0.924,0.923739
15,6.183221215612905e-05,0.014666941706625745,0.9963421496904896,0.253221,0.92,0.92,0.919521
16,4.393398282201788e-05,0.010094551202884603,0.998030388294879,0.266273,0.924,0.924,0.923804
17,2.86474508437579e-05,0.009844317923252275,0.9977490151941475,0.26602,0.921,0.921,0.92078
18,1.6349021371744834e-05,0.012405098256061235,0.9969048958919527,0.257319,0.917,0.917,0.91717
19,7.341522555726972e-06,0.0064679474124897714,0.9994372537985369,0.264657,0.919,0.919,0.91827
20,1.8467489107293517e-06,0.010532971708440485,0.9974676420934159,0.258626,0.919,0.919,0.91856
