epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1
1,0.0003,0.5424661947181137,0.8147851614625033,0.395651,0.871,0.871,0.872086
2,0.00029815325108927063,0.31827258434587075,0.8932479316786762,0.354248,0.887,0.887,0.887556
3,0.00029265847744427303,0.2036684723990995,0.9343474779823859,0.364986,0.884,0.884,0.882405
4,0.0002836509786282552,0.1937917182055479,0.9340805978115826,0.347554,0.889,0.889,0.887265
5,0.0002713525491562421,0.15638917237559985,0.9444889244729117,0.340629,0.898,0.898,0.898611
6,0.0002560660171779821,0.15736478327122058,0.9466239658393382,0.331599,0.896,0.896,0.895558
7,0.000238167787843871,0.07386701007445462,0.978382706164932,0.292917,0.916,0.916,0.915476
8,0.00021809857496093204,0.07783772836011554,0.9757139044568989,0.430794,0.881,0.881,0.879861
9,0.00019635254915624216,0.04788159861989679,0.984520950093408,0.262255,0.922,0.922,0.922882
10,0.00017346516975603468,0.0634883973386595,0.9842540699226048,0.268951,0.919,0.919,0.919315
11,0.00015000000000000001,0.036872135549346256,0.9906591940218842,0.269498,0.932,0.932,0.931225
12,0.0001265348302439654,0.044419218038666365,0.988791032826261,0.240875,0.927,0.927,0.92701
13,0.0001036474508437579,0.05230459512823068,0.985321590605818,0.277275,0.917,0.917,0.91679
14,8.190142503906799e-05,0.018527390990602133,0.9962636776087537,0.263103,0.918,0.918,0.917941
15,6.183221215612905e-05,0.015874823865045507,0.9962636776087537,0.236054,0.926,0.926,0.925833
16,4.393398282201788e-05,0.014704287720261047,0.996530557779557,0.242392,0.926,0.926,0.925737
17,2.86474508437579e-05,0.012480507668158452,0.9967974379503602,0.262256,0.924,0.924,0.923892
18,1.6349021371744834e-05,0.010415108769054346,0.9983987189751802,0.254482,0.924,0.924,0.923611
19,7.341522555726972e-06,0.009608621784359861,0.9981318388043768,0.239483,0.929,0.929,0.928785
20,1.8467489107293517e-06,0.010919011288208423,0.9981318388043768,0.24831,0.924,0.924,0.923581
