epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1
1,0.0003,0.5552074739870061,0.8105099663473984,0.442105,0.852,0.852,0.848778
2,0.00029815325108927063,0.27331193755427824,0.90784364483562,0.411191,0.872,0.872,0.871576
3,0.00029265847744427303,0.22936260863972735,0.924411079471913,0.282682,0.903,0.903,0.902295
4,0.0002836509786282552,0.17926831400384025,0.9383898524462853,0.357928,0.89,0.89,0.889373
5,0.0002713525491562421,0.12742376824734342,0.9578048149106911,0.308094,0.9,0.9,0.899477
6,0.0002560660171779821,0.0950012740327338,0.9715247217188714,0.31439,0.903,0.903,0.902731
7,0.000238167787843871,0.06993108375493168,0.9792907067046337,0.274106,0.905,0.905,0.905568
8,0.00021809857496093204,0.06803854068376196,0.9759254465441367,0.350182,0.896,0.896,0.896523
9,0.00019635254915624216,0.05110706334560917,0.9829148330313228,0.331198,0.909,0.909,0.909158
10,0.00017346516975603468,0.03375647356902441,0.9911985503494694,0.335513,0.907,0.907,0.907269
11,0.00015000000000000001,0.03660946108310173,0.9875744240227802,0.314557,0.909,0.909,0.908942
12,0.0001265348302439654,0.024597549667799378,0.9924928811804297,0.301865,0.91,0.91,0.909896
13,0.0001036474508437579,0.017035060060489465,0.9955992751747347,0.268744,0.921,0.921,0.920741
14,8.190142503906799e-05,0.014497250249515809,0.9961170075071188,0.239904,0.923,0.923,0.922872
15,6.183221215612905e-05,0.008290964451411397,0.9984468030028475,0.245588,0.921,0.921,0.920992
16,4.393398282201788e-05,0.008870229645772762,0.9984468030028475,0.22614,0.926,0.926,0.925979
17,2.86474508437579e-05,0.007110187249857746,0.9987056691690396,0.235236,0.929,0.929,0.929168
18,1.6349021371744834e-05,0.005069283174494064,0.9994822676676158,0.223742,0.933,0.933,0.932869
19,7.341522555726972e-06,0.003873154100531159,0.9997411338338079,0.224328,0.932,0.932,0.931897
20,1.8467489107293517e-06,0.006046124729885976,0.9992234015014237,0.223503,0.932,0.932,0.931997
