epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1
1,0.0003,0.5705748316808302,0.8061339335959482,0.525801,0.82,0.82,0.819818
2,0.00029815325108927063,0.29474652732565754,0.899268429938098,0.399324,0.876,0.876,0.87633
3,0.00029265847744427303,0.2229368535400309,0.9220596510973551,0.376157,0.882,0.882,0.879535
4,0.0002836509786282552,0.18345132559017982,0.9409116488463702,0.389023,0.879,0.879,0.879105
5,0.0002713525491562421,0.14418363812671461,0.9524479459763646,0.276153,0.907,0.907,0.906741
6,0.0002560660171779821,0.12747022970781344,0.9594822734946539,0.340853,0.899,0.899,0.901049
7,0.000238167787843871,0.08051640352105316,0.9755205402363534,0.2779,0.916,0.916,0.916206
8,0.00021809857496093204,0.06957976621526912,0.9814293753517164,0.273199,0.908,0.908,0.907996
9,0.00019635254915624216,0.0707447986355912,0.9800225098480585,0.260957,0.92,0.92,0.919826
10,0.00017346516975603468,0.04666355495447514,0.9879009566685425,0.285404,0.911,0.911,0.911033
11,0.00015000000000000001,0.030010822084960337,0.9904333145751266,0.301071,0.912,0.912,0.910909
12,0.0001265348302439654,0.025047314522570953,0.9924029262802476,0.284441,0.915,0.915,0.915074
13,0.0001036474508437579,0.019849170005650216,0.9946539110861001,0.277332,0.915,0.915,0.915276
14,8.190142503906799e-05,0.015645934311808263,0.9963421496904896,0.262879,0.919,0.919,0.919177
15,6.183221215612905e-05,0.014712287759807718,0.9969048958919527,0.256556,0.928,0.928,0.928178
16,4.393398282201788e-05,0.010795577798724242,0.9985931344963421,0.258624,0.92,0.92,0.9199
17,2.86474508437579e-05,0.011593248479206642,0.9977490151941475,0.266392,0.923,0.923,0.923051
18,1.6349021371744834e-05,0.007884644127053093,0.9985931344963421,0.244421,0.926,0.926,0.925988
19,7.341522555726972e-06,0.008529404877408811,0.998030388294879,0.248012,0.926,0.926,0.925961
20,1.8467489107293517e-06,0.008313840604190686,0.998030388294879,0.246962,0.923,0.923,0.92306
